question,answer,image_id
What is the emotion in the image _dI--eQ6qVU_23?,happy,_dI--eQ6qVU_23
What is the emotion in the image _dI--eQ6qVU_24?,happy,_dI--eQ6qVU_24
What is the emotion in the image _dI--eQ6qVU_25?,normal,_dI--eQ6qVU_25
What is the emotion in the image _dI--eQ6qVU_26?,normal,_dI--eQ6qVU_26
What is the emotion in the image _dI--eQ6qVU_27?,normal,_dI--eQ6qVU_27
What is the emotion in the image _dI--eQ6qVU_2?,normal,_dI--eQ6qVU_2
What is the emotion in the image _dI--eQ6qVU_3?,normal,_dI--eQ6qVU_3
What is the emotion in the image _dI--eQ6qVU_4?,normal,_dI--eQ6qVU_4
What is the emotion in the image _dI--eQ6qVU_5?,happy,_dI--eQ6qVU_5
What is the emotion in the image _dI--eQ6qVU_6?,happy,_dI--eQ6qVU_6
What is the emotion in the image _dI--eQ6qVU_7?,happy,_dI--eQ6qVU_7
What is the emotion in the image _dI--eQ6qVU_8?,normal,_dI--eQ6qVU_8
What is the emotion in the image _dI--eQ6qVU_9?,happy,_dI--eQ6qVU_9
What is the emotion in the image aiEXnCPZubE_0?,sad,aiEXnCPZubE_0
What is the emotion in the image aiEXnCPZubE_10?,normal,aiEXnCPZubE_10
What is the emotion in the image aiEXnCPZubE_11?,normal,aiEXnCPZubE_11
What is the emotion in the image aiEXnCPZubE_12?,sad,aiEXnCPZubE_12
What is the emotion in the image aiEXnCPZubE_13?,sad,aiEXnCPZubE_13
What is the emotion in the image aiEXnCPZubE_14?,sad,aiEXnCPZubE_14
What is the emotion in the image aiEXnCPZubE_15?,normal,aiEXnCPZubE_15
What is the emotion in the image aiEXnCPZubE_16?,sad,aiEXnCPZubE_16
What is the emotion in the image aiEXnCPZubE_17?,normal,aiEXnCPZubE_17
What is the emotion in the image aiEXnCPZubE_18?,normal,aiEXnCPZubE_18
What is the emotion in the image aiEXnCPZubE_19?,sad,aiEXnCPZubE_19
What is the emotion in the image aiEXnCPZubE_1?,sad,aiEXnCPZubE_1
What is the emotion in the image aiEXnCPZubE_20?,sad,aiEXnCPZubE_20
What is the emotion in the image aiEXnCPZubE_21?,happy,aiEXnCPZubE_21
What is the emotion in the image aiEXnCPZubE_22?,normal,aiEXnCPZubE_22
What is the emotion in the image aiEXnCPZubE_23?,sad,aiEXnCPZubE_23
What is the emotion in the image aiEXnCPZubE_24?,happy,aiEXnCPZubE_24
What is the emotion in the image aiEXnCPZubE_25?,happy,aiEXnCPZubE_25
What is the emotion in the image aiEXnCPZubE_26?,happy,aiEXnCPZubE_26
What is the emotion in the image aiEXnCPZubE_27?,happy,aiEXnCPZubE_27
What is the emotion in the image aiEXnCPZubE_28?,happy,aiEXnCPZubE_28
What is the emotion in the image aiEXnCPZubE_29?,happy,aiEXnCPZubE_29
What is the emotion in the image aiEXnCPZubE_2?,normal,aiEXnCPZubE_2
What is the emotion in the image aiEXnCPZubE_3?,sad,aiEXnCPZubE_3
What is the emotion in the image aiEXnCPZubE_4?,normal,aiEXnCPZubE_4
What is the emotion in the image aiEXnCPZubE_5?,happy,aiEXnCPZubE_5
What is the emotion in the image aiEXnCPZubE_6?,happy,aiEXnCPZubE_6
What is the emotion in the image aiEXnCPZubE_7?,sad,aiEXnCPZubE_7
What is the emotion in the image aiEXnCPZubE_8?,normal,aiEXnCPZubE_8
What is the emotion in the image aiEXnCPZubE_9?,normal,aiEXnCPZubE_9
What is the emotion in the image atnd_PF-Lbs_0?,sad,atnd_PF-Lbs_0
What is the emotion in the image atnd_PF-Lbs_10?,normal,atnd_PF-Lbs_10
What is the emotion in the image atnd_PF-Lbs_11?,sad,atnd_PF-Lbs_11
What is the emotion in the image atnd_PF-Lbs_12?,sad,atnd_PF-Lbs_12
What is the emotion in the image atnd_PF-Lbs_13?,normal,atnd_PF-Lbs_13
What is the emotion in the image atnd_PF-Lbs_14?,normal,atnd_PF-Lbs_14
What is the emotion in the image atnd_PF-Lbs_15?,happy,atnd_PF-Lbs_15
What is the emotion in the image atnd_PF-Lbs_16?,happy,atnd_PF-Lbs_16
What is the emotion in the image atnd_PF-Lbs_17?,normal,atnd_PF-Lbs_17
What is the emotion in the image atnd_PF-Lbs_18?,normal,atnd_PF-Lbs_18
What is the emotion in the image atnd_PF-Lbs_19?,normal,atnd_PF-Lbs_19
What is the emotion in the image atnd_PF-Lbs_1?,sad,atnd_PF-Lbs_1
What is the emotion in the image atnd_PF-Lbs_20?,happy,atnd_PF-Lbs_20
What is the emotion in the image atnd_PF-Lbs_2?,sad,atnd_PF-Lbs_2
What is the emotion in the image atnd_PF-Lbs_3?,sad,atnd_PF-Lbs_3
What is the emotion in the image atnd_PF-Lbs_4?,sad,atnd_PF-Lbs_4
What is the emotion in the image atnd_PF-Lbs_5?,normal,atnd_PF-Lbs_5
What is the emotion in the image atnd_PF-Lbs_6?,sad,atnd_PF-Lbs_6
What is the emotion in the image atnd_PF-Lbs_7?,normal,atnd_PF-Lbs_7
What is the emotion in the image atnd_PF-Lbs_8?,sad,atnd_PF-Lbs_8
What is the emotion in the image atnd_PF-Lbs_9?,sad,atnd_PF-Lbs_9
What is the emotion in the image bOL9jKpeJRs_0?,normal,bOL9jKpeJRs_0
What is the emotion in the image bOL9jKpeJRs_10?,happy,bOL9jKpeJRs_10
What is the emotion in the image bOL9jKpeJRs_11?,happy,bOL9jKpeJRs_11
What is the emotion in the image bOL9jKpeJRs_12?,happy,bOL9jKpeJRs_12
What is the emotion in the image bOL9jKpeJRs_13?,happy,bOL9jKpeJRs_13
What is the emotion in the image bOL9jKpeJRs_14?,happy,bOL9jKpeJRs_14
What is the emotion in the image bOL9jKpeJRs_15?,happy,bOL9jKpeJRs_15
What is the emotion in the image bOL9jKpeJRs_16?,happy,bOL9jKpeJRs_16
What is the emotion in the image bOL9jKpeJRs_17?,normal,bOL9jKpeJRs_17
What is the emotion in the image bOL9jKpeJRs_18?,happy,bOL9jKpeJRs_18
What is the emotion in the image bOL9jKpeJRs_19?,happy,bOL9jKpeJRs_19
What is the emotion in the image bOL9jKpeJRs_1?,happy,bOL9jKpeJRs_1
What is the emotion in the image bOL9jKpeJRs_20?,normal,bOL9jKpeJRs_20
What is the emotion in the image bOL9jKpeJRs_21?,happy,bOL9jKpeJRs_21
What is the emotion in the image bOL9jKpeJRs_22?,normal,bOL9jKpeJRs_22
What is the emotion in the image bOL9jKpeJRs_23?,normal,bOL9jKpeJRs_23
What is the emotion in the image bOL9jKpeJRs_24?,normal,bOL9jKpeJRs_24
What is the emotion in the image bOL9jKpeJRs_25?,happy,bOL9jKpeJRs_25
What is the emotion in the image bOL9jKpeJRs_26?,normal,bOL9jKpeJRs_26
What is the emotion in the image bOL9jKpeJRs_27?,normal,bOL9jKpeJRs_27
What is the emotion in the image bOL9jKpeJRs_28?,normal,bOL9jKpeJRs_28
What is the emotion in the image bOL9jKpeJRs_29?,normal,bOL9jKpeJRs_29
What is the emotion in the image bOL9jKpeJRs_2?,happy,bOL9jKpeJRs_2
What is the emotion in the image bOL9jKpeJRs_30?,normal,bOL9jKpeJRs_30
What is the emotion in the image bOL9jKpeJRs_31?,happy,bOL9jKpeJRs_31
What is the emotion in the image bOL9jKpeJRs_32?,happy,bOL9jKpeJRs_32
What is the emotion in the image bOL9jKpeJRs_33?,happy,bOL9jKpeJRs_33
What is the emotion in the image bOL9jKpeJRs_3?,happy,bOL9jKpeJRs_3
What is the emotion in the image bOL9jKpeJRs_4?,happy,bOL9jKpeJRs_4
What is the emotion in the image bOL9jKpeJRs_5?,happy,bOL9jKpeJRs_5
What is the emotion in the image bOL9jKpeJRs_6?,normal,bOL9jKpeJRs_6
What is the emotion in the image bOL9jKpeJRs_7?,normal,bOL9jKpeJRs_7
What is the emotion in the image bOL9jKpeJRs_8?,happy,bOL9jKpeJRs_8
What is the emotion in the image bOL9jKpeJRs_9?,happy,bOL9jKpeJRs_9
What is the emotion in the image bvLlb-M3UXU_0?,normal,bvLlb-M3UXU_0
What is the emotion in the image bvLlb-M3UXU_10?,normal,bvLlb-M3UXU_10
What is the emotion in the image bvLlb-M3UXU_11?,happy,bvLlb-M3UXU_11
What is the emotion in the image bvLlb-M3UXU_12?,sad,bvLlb-M3UXU_12
What is the emotion in the image bvLlb-M3UXU_13?,happy,bvLlb-M3UXU_13
What is the emotion in the image bvLlb-M3UXU_14?,happy,bvLlb-M3UXU_14
What is the emotion in the image bvLlb-M3UXU_15?,sad,bvLlb-M3UXU_15
What is the emotion in the image bvLlb-M3UXU_16?,happy,bvLlb-M3UXU_16
What is the emotion in the image bvLlb-M3UXU_17?,normal,bvLlb-M3UXU_17
What is the emotion in the image bvLlb-M3UXU_18?,happy,bvLlb-M3UXU_18
What is the emotion in the image bvLlb-M3UXU_19?,normal,bvLlb-M3UXU_19
What is the emotion in the image bvLlb-M3UXU_1?,sad,bvLlb-M3UXU_1
What is the emotion in the image bvLlb-M3UXU_20?,sad,bvLlb-M3UXU_20
What is the emotion in the image bvLlb-M3UXU_21?,sad,bvLlb-M3UXU_21
What is the emotion in the image bvLlb-M3UXU_22?,normal,bvLlb-M3UXU_22
What is the emotion in the image bvLlb-M3UXU_23?,sad,bvLlb-M3UXU_23
What is the emotion in the image bvLlb-M3UXU_24?,sad,bvLlb-M3UXU_24
What is the emotion in the image bvLlb-M3UXU_2?,sad,bvLlb-M3UXU_2
What is the emotion in the image bvLlb-M3UXU_3?,happy,bvLlb-M3UXU_3
What is the emotion in the image bvLlb-M3UXU_4?,sad,bvLlb-M3UXU_4
What is the emotion in the image bvLlb-M3UXU_5?,normal,bvLlb-M3UXU_5
What is the emotion in the image bvLlb-M3UXU_6?,normal,bvLlb-M3UXU_6
What is the emotion in the image bvLlb-M3UXU_7?,normal,bvLlb-M3UXU_7
What is the emotion in the image bvLlb-M3UXU_8?,normal,bvLlb-M3UXU_8
What is the emotion in the image bvLlb-M3UXU_9?,happy,bvLlb-M3UXU_9
